Image,Neoplastic,Inflammatory,Connective,Dead,Epithelial
3_174.png,0,0,6,0,28
3_1740.png,0,6,5,0,7
3_1741.png,0,0,1,0,10
3_1742.png,0,0,0,0,21
3_1743.png,0,0,0,0,0
3_1744.png,1,0,0,0,0
3_1745.png,7,1,2,0,0
3_1746.png,2,1,2,0,11
3_1747.png,0,0,1,0,4
3_1748.png,0,0,4,0,10
3_1749.png,0,1,7,0,0
3_175.png,0,1,1,0,63
3_1750.png,0,0,9,0,0
3_1751.png,0,0,2,0,0
3_1752.png,0,0,1,0,0
3_1753.png,0,0,2,0,0
3_1754.png,0,0,8,0,0
3_1755.png,0,0,3,0,0
3_1756.png,0,0,3,0,9
3_1757.png,0,0,0,0,0
3_1758.png,0,0,0,0,7
3_1759.png,0,0,7,0,0
3_176.png,0,1,2,0,41
3_1760.png,9,0,0,0,0
3_1761.png,0,0,0,0,11
3_1762.png,0,3,4,0,18
3_1763.png,0,0,1,0,20
3_1764.png,0,10,9,0,5
3_1765.png,0,1,4,0,9
3_1766.png,0,3,4,0,8
3_1767.png,0,6,5,0,7
3_1768.png,0,13,4,0,7
3_1769.png,0,0,4,0,3
3_177.png,0,0,5,0,30
3_1770.png,0,3,6,0,10
3_1771.png,0,2,5,0,21
3_1772.png,0,0,3,0,18
3_1773.png,0,0,1,0,15
3_1774.png,0,2,4,0,10
3_1775.png,0,0,0,0,9
3_1776.png,0,0,0,0,6
3_1777.png,0,0,0,0,0
3_1778.png,0,0,4,0,0
3_1779.png,0,0,0,0,0
3_178.png,0,0,7,0,4
3_1780.png,0,0,0,0,0
3_1781.png,0,0,8,0,0
3_1782.png,0,0,0,0,24
3_1783.png,0,1,0,0,50
3_1784.png,0,0,0,0,2
3_1785.png,0,1,13,0,4
3_1786.png,0,2,3,0,14
3_1787.png,0,5,11,0,20
3_1788.png,0,4,15,0,5
3_1789.png,0,1,14,0,7
3_179.png,0,1,7,0,14
3_1790.png,0,0,10,0,10
3_1791.png,0,1,0,0,8
3_1792.png,0,2,10,0,11
3_1793.png,0,0,0,0,29
3_1794.png,0,2,24,0,4
3_1795.png,0,0,7,0,20
3_1796.png,0,0,3,0,7
3_1797.png,0,0,0,0,0
3_1798.png,0,3,19,0,3
3_1799.png,0,6,11,0,0
3_18.png,4,3,3,0,0
3_180.png,0,4,8,0,10
3_1800.png,0,0,2,0,7
3_1801.png,0,1,15,0,0
3_1802.png,0,4,12,0,11
3_1803.png,0,0,0,0,0
3_1804.png,0,0,0,0,0
3_1805.png,0,0,0,0,0
3_1806.png,0,2,3,0,7
3_1807.png,0,14,2,0,8
3_1808.png,0,9,5,0,10
3_1809.png,0,0,0,0,1
3_181.png,0,0,1,0,15
3_1810.png,0,5,1,0,11
3_1811.png,0,12,1,0,17
3_1812.png,0,2,7,0,8
3_1813.png,0,7,4,0,10
3_1814.png,0,0,4,0,17
3_1815.png,0,11,3,0,8
3_1816.png,0,8,2,0,12
3_1817.png,0,7,4,0,12
3_1818.png,0,11,3,0,8
3_1819.png,0,15,5,0,4
3_182.png,0,1,0,0,41
3_1820.png,0,8,7,0,6
3_1821.png,0,8,1,0,7
3_1822.png,0,5,2,0,11
3_1823.png,0,0,0,0,2
3_1824.png,0,0,0,0,5
3_1825.png,0,9,3,0,4
3_1826.png,0,15,0,0,2
3_1827.png,0,11,3,0,14
3_1828.png,0,11,4,0,8
3_1829.png,0,2,7,0,6
3_183.png,0,2,3,0,29
3_1830.png,0,0,2,0,12
3_1831.png,0,1,0,0,9
3_1832.png,0,0,0,0,0
3_1833.png,0,0,0,0,0
3_1834.png,0,0,0,0,0
3_1835.png,0,0,0,0,0
3_1836.png,0,0,0,0,0
3_1837.png,0,0,0,0,0
3_1838.png,0,0,0,0,0
3_1839.png,0,0,0,0,0
3_184.png,0,0,6,0,18
3_1840.png,0,0,0,0,0
3_1841.png,0,0,0,0,0
3_1842.png,0,0,0,0,0
3_1843.png,0,0,0,0,0
3_1844.png,0,0,0,0,0
3_1845.png,0,0,0,0,0
3_1846.png,0,0,0,0,0
3_1847.png,0,0,0,0,0
3_1848.png,0,0,0,0,0
3_1849.png,0,0,0,0,0
3_185.png,2,0,5,0,0
3_1850.png,0,0,0,0,0
3_1851.png,0,0,0,0,0
3_1852.png,0,0,0,0,0
3_1853.png,0,0,0,0,0
3_1854.png,0,0,0,0,0
3_1855.png,0,0,0,0,0
3_1856.png,0,0,0,0,0
3_1857.png,0,0,0,0,0
3_1858.png,0,0,0,0,0
3_1859.png,0,0,0,0,0
3_186.png,18,0,4,0,0
3_1860.png,0,0,0,0,0
3_1861.png,0,0,0,0,0
3_1862.png,0,0,0,0,0
3_1863.png,3,12,1,0,8
3_1864.png,0,14,1,0,12
3_1865.png,0,4,0,0,5
3_1866.png,0,9,5,0,4
3_1867.png,0,17,3,0,5
3_1868.png,0,4,2,0,15
3_1869.png,0,15,7,0,2
3_187.png,3,0,5,0,0
3_1870.png,0,2,1,0,7
3_1871.png,0,9,0,0,12
3_1872.png,0,32,2,0,2
3_1873.png,0,24,0,0,10
3_1874.png,0,23,2,0,9
3_1875.png,0,14,4,0,0
3_1876.png,0,15,0,0,12
3_1877.png,0,17,0,0,12
3_1878.png,0,1,0,0,1
3_1879.png,0,19,1,0,0
3_188.png,0,0,8,0,0
3_1880.png,0,13,13,0,2
3_1881.png,0,6,6,0,3
3_1882.png,0,2,8,0,7
3_1883.png,0,11,11,0,0
3_1884.png,0,0,0,0,13
3_1885.png,0,0,0,0,4
3_1886.png,0,1,2,0,11
3_1887.png,0,6,11,0,0
3_1888.png,0,0,3,0,8
3_1889.png,0,0,0,0,7
3_189.png,7,1,7,0,0
3_1890.png,0,5,10,0,2
3_1891.png,0,1,1,0,11
3_1892.png,0,1,0,0,10
3_1893.png,0,0,0,0,13
3_1894.png,0,0,0,0,0
3_1895.png,0,4,7,0,7
3_1896.png,0,0,0,0,0
3_1897.png,0,0,0,0,0
3_1898.png,0,1,16,0,0
3_1899.png,0,4,25,0,0
3_19.png,7,0,2,0,0
3_190.png,0,0,7,0,3
3_1900.png,0,0,4,0,0
3_1901.png,0,0,6,0,0
3_1902.png,0,0,14,0,0
3_1903.png,0,0,11,0,0
3_1904.png,0,0,12,0,0
3_1905.png,0,0,10,0,0
3_1906.png,0,0,6,0,0
3_1907.png,0,0,8,0,0
3_1908.png,0,4,10,0,0
3_1909.png,0,1,12,0,0
3_191.png,0,0,6,0,21
3_1910.png,0,0,8,0,0
3_1911.png,0,0,8,0,0
3_1912.png,0,0,16,0,0
3_1913.png,0,0,21,0,0
3_1914.png,0,0,25,0,0
3_1915.png,0,3,10,0,0
3_1916.png,0,0,15,0,0
3_1917.png,0,0,16,0,0
3_1918.png,0,0,1,0,8
3_1919.png,0,0,2,0,9
3_192.png,0,2,6,0,22
3_1920.png,0,0,9,0,11
3_1921.png,0,2,4,0,8
3_1922.png,0,0,0,0,13
3_1923.png,0,1,5,0,12
3_1924.png,0,1,18,0,2
3_1925.png,0,2,13,0,0
3_1926.png,0,2,16,0,0
3_1927.png,0,0,17,0,6
3_1928.png,0,0,8,0,8
3_1929.png,0,0,0,0,6
3_193.png,0,0,2,0,40
3_1930.png,0,0,2,0,23
3_1931.png,0,1,12,0,11
3_1932.png,0,0,1,0,20
3_1933.png,0,0,8,0,17
3_1934.png,0,1,4,0,14
3_1935.png,0,1,12,0,8
3_1936.png,0,1,12,0,1
3_1937.png,0,0,3,0,5
3_1938.png,0,0,3,0,1
3_1939.png,26,1,0,0,0
3_194.png,0,1,1,0,55
3_1940.png,27,0,0,0,0
3_1941.png,32,0,0,0,0
3_1942.png,4,0,0,18,0
3_1943.png,18,0,0,0,0
3_1944.png,3,1,0,24,0
3_1945.png,28,6,0,0,0
3_1946.png,18,0,0,0,0
3_1947.png,5,15,17,0,0
3_1948.png,14,2,9,0,0
3_1949.png,8,1,10,0,0
3_195.png,0,0,6,0,1
3_1950.png,3,3,7,0,0
3_1951.png,31,2,0,0,0
3_1952.png,26,1,0,0,0
3_1953.png,21,3,1,0,0
3_1954.png,23,2,0,0,0
3_1955.png,23,0,0,0,0
3_1956.png,33,1,0,0,0
3_1957.png,47,3,0,0,0
3_1958.png,26,1,4,0,0
3_1959.png,19,0,4,0,0
3_196.png,0,0,7,0,26
3_1960.png,47,4,0,0,0
3_1961.png,16,2,7,0,0
3_1962.png,1,0,18,0,0
3_1963.png,0,0,14,0,0
3_1964.png,16,7,0,0,0
3_1965.png,11,2,6,6,0
3_1966.png,14,2,4,5,0
3_1967.png,0,0,1,33,0
3_1968.png,16,3,10,0,0
3_1969.png,19,1,6,0,0
3_197.png,0,0,4,0,9
3_1970.png,17,1,6,0,0
3_1971.png,14,0,5,0,0
3_1972.png,20,0,4,0,0
3_1973.png,0,3,16,0,0
3_1974.png,0,1,18,0,0
3_1975.png,0,4,19,0,0
3_1976.png,0,2,20,0,0
3_1977.png,0,4,14,0,0
3_1978.png,3,5,5,0,0
3_1979.png,0,4,18,0,0
3_198.png,0,2,9,0,27
3_1980.png,0,5,20,0,0
3_1981.png,0,0,17,0,0
3_1982.png,0,0,22,0,0
3_1983.png,0,0,9,0,0
3_1984.png,0,0,6,0,0
3_1985.png,0,0,17,0,0
3_1986.png,0,0,25,0,0
3_1987.png,0,0,0,0,0
3_1988.png,0,0,0,0,0
3_1989.png,0,0,0,0,0
3_199.png,0,2,3,0,9
3_1990.png,0,0,0,0,0
3_1991.png,0,0,0,0,0
3_1992.png,0,0,0,0,0
3_1993.png,17,1,0,0,0
3_1994.png,16,1,7,0,0
3_1995.png,2,1,17,0,0
3_1996.png,20,0,2,0,0
3_1997.png,17,2,1,0,0
3_1998.png,18,0,2,0,0
3_1999.png,16,0,2,0,0
3_2.png,3,1,7,0,0
3_20.png,10,0,0,0,0
3_200.png,0,1,9,0,13
3_2000.png,20,0,2,0,0
3_2001.png,0,0,12,0,0
3_2002.png,0,0,24,0,0
3_2003.png,0,1,12,0,0
3_2004.png,0,0,26,0,0
3_2005.png,22,0,3,0,0
3_2006.png,10,2,19,0,0
3_2007.png,0,10,13,0,0
3_2008.png,14,6,9,0,0
3_2009.png,0,13,20,0,0
3_201.png,0,0,7,0,1
3_2010.png,6,8,20,0,0
3_2011.png,0,0,1,0,0
3_2012.png,3,46,4,0,0
3_2013.png,6,55,0,0,0
3_2014.png,16,30,2,0,0
3_2015.png,10,0,0,0,0
3_2016.png,4,0,1,0,0
3_2017.png,16,0,2,0,0
3_2018.png,13,0,0,0,0
3_2019.png,17,1,1,0,0
3_202.png,0,3,9,0,17
3_2020.png,6,3,1,0,0
3_2021.png,9,0,0,0,0
3_2022.png,14,0,0,0,0
3_2023.png,0,0,0,0,0
3_2024.png,8,0,7,0,0
3_2025.png,0,0,0,0,0
3_2026.png,0,0,0,0,0
3_2027.png,12,0,0,0,0
3_2028.png,4,0,4,0,0
3_2029.png,11,0,1,0,0
3_203.png,0,2,10,0,7
3_2030.png,5,62,1,0,0
3_2031.png,6,67,0,0,0
3_2032.png,0,96,3,0,0
3_2033.png,0,92,4,0,0
3_2034.png,12,43,0,0,0
3_2035.png,4,90,3,0,0
3_2036.png,0,92,7,0,0
3_2037.png,6,19,0,0,0
3_2038.png,0,85,5,0,0
3_2039.png,18,0,8,0,0
3_204.png,0,1,6,0,18
3_2040.png,21,0,5,0,0
3_2041.png,21,2,6,0,0
3_2042.png,17,5,3,0,0
3_2043.png,18,4,4,0,0
3_2044.png,18,8,5,0,0
3_2045.png,21,5,4,0,0
3_2046.png,20,3,6,0,0
3_2047.png,21,6,4,0,0
3_2048.png,0,21,10,0,0
3_2049.png,0,0,10,0,0
3_205.png,0,0,3,0,23
3_2050.png,0,1,5,0,0
3_2051.png,20,1,6,0,0
3_2052.png,0,1,6,0,0
3_2053.png,0,2,8,0,0
3_2054.png,0,0,9,0,0
3_2055.png,0,1,9,0,0
3_2056.png,0,0,7,0,0
3_2057.png,0,0,10,0,0
3_2058.png,0,3,13,0,0
3_2059.png,0,0,0,0,18
3_206.png,0,0,11,0,10
3_2060.png,0,0,0,0,14
3_2061.png,0,0,0,0,1
3_2062.png,0,0,0,0,15
3_2063.png,0,0,0,0,0
3_2064.png,0,0,0,0,0
3_2065.png,0,0,0,0,0
3_2066.png,0,0,0,0,0
3_2067.png,0,0,0,0,0
3_2068.png,0,0,2,0,0
3_2069.png,0,0,10,0,0
3_207.png,0,1,15,0,17
3_2070.png,0,0,12,0,0
3_2071.png,0,0,2,0,0
3_2072.png,0,0,1,0,0
3_2073.png,0,0,2,0,0
3_2074.png,0,0,0,0,0
3_2075.png,0,1,17,0,0
3_2076.png,0,0,12,0,0
3_2077.png,0,0,23,0,0
3_2078.png,0,0,16,0,0
3_2079.png,0,0,10,0,0
3_208.png,0,0,9,0,3
3_2080.png,0,0,26,0,0
3_2081.png,0,0,22,0,0
3_2082.png,0,2,8,0,0
3_2083.png,0,0,23,0,0
3_2084.png,0,0,16,0,0
3_2085.png,0,0,51,0,0
3_2086.png,0,0,32,0,0
3_2087.png,0,0,6,0,4
3_2088.png,0,0,5,0,4
3_2089.png,0,0,2,0,2
3_209.png,0,2,4,0,40
3_2090.png,28,1,10,0,0
3_2091.png,0,2,9,0,0
3_2092.png,0,3,9,0,0
3_2093.png,0,1,13,0,0
3_2094.png,0,0,15,0,0
3_2095.png,0,2,12,0,0
3_2096.png,38,0,0,0,0
3_2097.png,38,0,0,0,0
3_2098.png,50,0,0,0,0
3_2099.png,2,0,6,0,0
3_21.png,0,5,12,0,0
3_210.png,0,1,15,0,6
3_2100.png,1,0,17,0,0
3_2101.png,24,0,7,0,0
3_2102.png,0,12,14,0,0
3_2103.png,0,13,11,0,0
3_2104.png,0,22,22,0,0
3_2105.png,0,10,16,0,0
3_2106.png,0,25,16,0,0
3_2107.png,0,2,3,0,0
3_2108.png,0,12,2,0,0
3_2109.png,27,0,0,0,0
3_211.png,0,7,11,0,20
3_2110.png,30,0,0,0,0
3_2111.png,43,0,1,0,0
3_2112.png,30,0,1,0,0
3_2113.png,19,1,7,0,0
3_2114.png,49,5,1,1,0
3_2115.png,11,14,4,5,0
3_2116.png,51,10,1,1,0
3_2117.png,0,7,0,15,0
3_2118.png,6,7,0,10,0
3_2119.png,7,22,0,3,0
3_212.png,0,5,9,0,14
3_2120.png,14,13,1,4,0
3_2121.png,0,0,4,0,0
3_2122.png,0,1,6,0,0
3_2123.png,0,0,0,0,0
3_2124.png,0,0,0,0,0
3_2125.png,11,0,21,0,0
3_2126.png,31,1,1,0,0
3_2127.png,23,1,6,0,0
3_2128.png,36,0,0,0,0
3_2129.png,38,1,0,0,0
3_213.png,0,0,12,0,5
3_2130.png,36,0,0,0,0
3_2131.png,28,1,0,0,0
3_2132.png,0,0,2,0,0
3_2133.png,9,0,8,0,0
3_2134.png,21,0,0,0,0
3_2135.png,15,0,1,0,0
3_2136.png,14,0,0,0,0
3_2137.png,0,1,0,0,0
3_2138.png,0,0,0,0,0
3_2139.png,0,1,0,0,0
3_214.png,0,2,6,0,30
3_2140.png,0,4,0,0,0
3_2141.png,0,2,0,0,0
3_2142.png,0,0,0,0,0
3_2143.png,0,0,0,0,0
3_2144.png,0,0,3,0,0
3_2145.png,0,1,13,0,0
3_2146.png,0,0,16,0,0
3_2147.png,0,0,12,0,0
3_2148.png,0,0,11,0,0
3_2149.png,0,0,4,0,0
3_215.png,0,0,2,0,4
3_2150.png,12,6,6,0,0
3_2151.png,8,5,16,0,0
3_2152.png,12,23,12,0,0
3_2153.png,8,4,22,0,0
3_2154.png,20,0,6,0,0
3_2155.png,12,7,10,0,0
3_2156.png,15,1,3,0,0
3_2157.png,0,0,5,0,7
3_2158.png,0,0,1,0,0
3_2159.png,0,0,1,0,3
3_216.png,0,0,2,0,47
3_2160.png,0,1,2,0,9
3_2161.png,0,2,4,0,19
3_2162.png,0,0,4,0,8
3_2163.png,17,3,0,0,0
3_2164.png,8,4,24,0,0
3_2165.png,4,0,12,0,0
3_2166.png,1,2,33,0,0
3_2167.png,8,8,8,0,0
3_2168.png,6,4,0,0,0
3_2169.png,5,4,4,0,0
3_217.png,0,0,14,0,6
3_2170.png,4,2,3,0,0
3_2171.png,12,0,3,0,0
3_2172.png,12,0,3,0,0
3_2173.png,11,0,3,0,0
3_2174.png,13,0,2,0,0
3_2175.png,0,0,3,0,0
3_2176.png,0,11,22,0,0
3_2177.png,0,2,10,0,0
3_2178.png,0,3,13,0,0
3_2179.png,0,1,21,0,0
3_218.png,0,3,3,0,39
3_2180.png,2,6,18,0,0
3_2181.png,0,3,36,0,0
3_2182.png,0,15,46,1,0
3_2183.png,1,3,26,0,0
3_2184.png,15,0,2,0,0
3_2185.png,0,3,4,0,66
3_2186.png,0,3,1,0,70
3_2187.png,0,0,0,0,65
3_2188.png,0,5,2,0,52
3_2189.png,12,14,31,0,0
3_219.png,0,0,2,0,54
3_2190.png,0,0,7,0,10
3_2191.png,0,0,6,0,11
3_2192.png,0,0,1,0,10
3_2193.png,0,0,2,0,15
3_2194.png,0,0,3,0,9
3_2195.png,0,2,1,0,12
3_2196.png,0,0,2,0,16
3_2197.png,0,0,1,0,11
3_2198.png,19,0,1,0,0
3_2199.png,25,3,7,0,0
3_22.png,11,1,6,0,0
3_220.png,0,0,2,0,30
3_2200.png,26,0,0,0,0
3_2201.png,18,3,7,0,0
3_2202.png,23,2,4,0,0
3_2203.png,28,1,2,0,0
3_2204.png,35,1,0,0,0
3_2205.png,30,1,2,0,0
3_2206.png,23,0,2,0,0
3_2207.png,23,2,8,0,0
3_2208.png,6,12,11,0,0
3_2209.png,24,0,2,0,0
3_221.png,0,3,2,0,33
3_2210.png,13,6,8,0,0
3_2211.png,28,2,0,0,0
3_2212.png,9,3,8,0,0
3_2213.png,32,2,0,0,0
3_2214.png,22,1,0,0,0
3_2215.png,0,0,8,0,0
3_2216.png,0,0,13,0,0
3_2217.png,0,1,14,0,0
3_2218.png,0,0,22,0,0
3_2219.png,0,1,10,0,0
3_222.png,0,3,6,0,40
3_2220.png,0,3,17,0,0
3_2221.png,0,0,15,0,0
3_2222.png,0,0,13,0,0
3_2223.png,0,0,17,0,0
3_2224.png,18,0,0,0,0
3_2225.png,19,2,1,0,0
3_2226.png,15,0,1,0,0
3_2227.png,17,0,1,0,0
3_2228.png,15,1,0,0,0
3_2229.png,8,2,9,0,0
3_223.png,0,0,1,0,43
3_2230.png,9,1,9,0,0
3_2231.png,0,0,7,0,0
3_2232.png,0,0,19,0,0
3_2233.png,0,0,17,0,0
3_2234.png,0,3,11,0,0
3_2235.png,0,1,14,0,0
3_2236.png,14,1,3,0,0
3_2237.png,0,0,11,0,6
3_2238.png,0,0,1,0,9
3_2239.png,0,0,0,0,20
3_224.png,0,1,4,0,12
3_2240.png,0,3,0,0,10
3_2241.png,0,5,2,0,10
3_2242.png,9,3,1,0,0
3_2243.png,7,3,6,0,0
3_2244.png,0,5,16,0,0
3_2245.png,0,2,15,0,0
3_2246.png,0,4,10,0,0
3_2247.png,0,7,14,0,0
3_2248.png,0,1,17,0,0
3_2249.png,8,0,11,0,0
3_225.png,0,0,6,0,0
3_2250.png,0,1,17,0,0
3_2251.png,17,0,5,0,0
3_2252.png,19,0,0,0,0
3_2253.png,20,0,1,0,0
3_2254.png,19,0,2,0,0
3_2255.png,14,0,4,0,0
3_2256.png,21,2,0,0,0
3_2257.png,27,0,1,0,0
3_2258.png,12,1,0,0,0
3_2259.png,21,3,2,0,0
3_226.png,0,1,20,0,25
3_2260.png,4,1,3,0,0
3_2261.png,16,0,0,0,0
3_2262.png,9,4,2,0,0
3_2263.png,4,6,3,0,0
3_2264.png,5,3,1,0,0
3_2265.png,0,6,7,0,0
3_2266.png,0,6,15,0,0
3_2267.png,0,4,19,0,0
3_2268.png,0,2,9,0,0
3_2269.png,0,0,14,0,0
3_227.png,0,4,3,0,32
3_2270.png,0,0,4,0,0
3_2271.png,0,1,46,0,0
3_2272.png,0,0,46,0,0
3_2273.png,0,3,20,0,14
3_2274.png,0,0,8,0,25
3_2275.png,0,0,0,0,19
3_2276.png,0,0,14,0,14
3_2277.png,0,2,7,0,20
3_2278.png,0,1,36,0,0
3_2279.png,0,0,14,0,0
3_228.png,0,1,10,0,35
3_2280.png,0,2,31,0,0
3_2281.png,0,1,13,0,14
3_2282.png,0,1,5,0,16
3_2283.png,28,0,0,0,0
3_2284.png,8,1,0,0,0
3_2285.png,18,0,0,0,0
3_2286.png,31,0,2,0,0
3_2287.png,39,0,0,0,0
3_2288.png,25,0,1,0,0
3_2289.png,25,0,0,0,0
3_229.png,0,1,8,0,0
3_2290.png,7,3,6,0,0
3_2291.png,45,1,0,0,0
3_2292.png,38,0,5,0,0
3_2293.png,23,0,5,0,0
3_2294.png,34,2,3,0,0
3_2295.png,32,0,0,0,0
3_2296.png,13,4,12,0,0
3_2297.png,29,5,5,0,0
3_2298.png,24,4,2,0,0
3_2299.png,27,3,2,0,0
3_23.png,10,0,0,0,0
3_230.png,0,3,5,0,0
3_2300.png,6,5,17,0,0
3_2301.png,11,0,13,0,0
3_2302.png,26,0,0,0,0
3_2303.png,22,0,0,0,0
3_2304.png,24,0,0,0,0
3_2305.png,26,0,0,0,0
3_2306.png,25,0,1,0,0
3_2307.png,22,1,0,0,0
3_2308.png,41,0,0,0,0
3_2309.png,37,2,0,0,0
3_231.png,0,3,11,0,21
3_2310.png,37,0,0,0,0
3_2311.png,32,0,0,0,0
3_2312.png,24,0,0,0,0
3_2313.png,0,1,7,0,6
3_2314.png,7,0,1,0,0
3_2315.png,5,1,7,0,0
3_2316.png,2,2,17,0,0
3_2317.png,23,3,10,0,0
3_2318.png,0,9,17,0,0
3_2319.png,0,7,18,0,0
3_232.png,0,2,9,0,36
3_2320.png,0,1,24,0,0
3_2321.png,0,10,20,0,0
3_2322.png,0,7,15,0,0
3_2323.png,0,1,5,0,41
3_2324.png,0,4,9,0,48
3_2325.png,0,1,2,0,44
3_2326.png,0,2,7,0,0
3_2327.png,0,1,15,0,0
3_2328.png,0,3,9,0,0
3_2329.png,0,0,13,0,0
3_233.png,0,1,1,0,0
3_2330.png,0,3,23,0,0
3_2331.png,3,2,19,0,0
3_2332.png,26,0,0,0,0
3_2333.png,0,0,8,0,22
3_2334.png,0,0,7,0,18
3_2335.png,0,0,21,0,4
3_2336.png,0,0,11,0,27
3_2337.png,0,0,12,0,31
3_2338.png,19,0,3,0,0
3_2339.png,9,0,3,0,0
3_234.png,10,0,7,0,0
3_2340.png,11,0,1,0,0
3_2341.png,12,0,2,0,0
3_2342.png,8,0,1,0,0
3_2343.png,14,0,1,0,0
3_2344.png,9,0,3,0,0
3_2345.png,9,0,1,0,0
3_2346.png,1,6,25,0,0
3_2347.png,0,0,15,0,0
3_2348.png,0,0,21,0,0
3_2349.png,0,1,7,0,0
3_235.png,6,0,4,0,0
3_2350.png,10,0,6,0,0
3_2351.png,15,1,11,0,0
3_2352.png,0,0,10,0,0
3_2353.png,12,1,10,0,0
3_2354.png,55,0,0,0,0
3_2355.png,35,0,0,0,0
3_2356.png,44,0,0,0,0
3_2357.png,33,0,0,0,0
3_2358.png,31,0,2,0,0
3_2359.png,24,0,2,0,0
3_236.png,0,0,0,0,0
3_2360.png,0,0,4,0,0
3_2361.png,0,0,2,0,0
3_2362.png,0,0,5,0,0
3_2363.png,0,0,8,0,0
3_2364.png,0,0,10,0,0
3_2365.png,19,0,5,0,0
3_2366.png,21,2,2,0,0
3_2367.png,26,1,8,0,0
3_2368.png,5,1,13,0,0
3_2369.png,28,0,6,0,0
3_237.png,7,0,2,0,0
3_2370.png,7,0,13,0,0
3_2371.png,10,0,11,0,1
3_2372.png,11,0,5,0,0
3_2373.png,0,0,0,0,0
3_2374.png,15,0,2,0,0
3_2375.png,0,0,0,0,0
3_2376.png,35,64,0,0,0
3_2377.png,34,46,0,0,0
3_2378.png,16,46,0,0,0
3_2379.png,43,56,0,0,0
3_238.png,11,1,2,0,0
3_2380.png,39,45,0,0,0
3_2381.png,38,41,0,0,0
3_2382.png,0,0,4,0,0
3_2383.png,0,0,11,0,0
3_2384.png,0,3,7,0,0
3_2385.png,0,4,3,0,0
3_2386.png,0,0,1,0,0
3_2387.png,63,1,2,0,0
3_2388.png,0,0,2,0,20
3_2389.png,0,1,0,0,16
3_239.png,0,9,13,0,14
3_2390.png,0,0,1,0,35
3_2391.png,0,0,0,0,17
3_2392.png,0,97,16,0,0
3_2393.png,0,47,26,0,0
3_2394.png,0,88,24,0,0
3_2395.png,17,1,0,0,0
3_2396.png,21,0,0,0,0
3_2397.png,7,5,0,0,0
3_2398.png,45,2,0,0,0
3_2399.png,40,1,0,0,0
3_24.png,10,0,0,0,0
3_240.png,0,19,11,0,13
3_2400.png,33,1,1,0,0
3_2401.png,8,0,0,0,0
3_2402.png,4,1,2,0,0
3_2403.png,17,2,1,0,0
3_2404.png,17,0,0,0,0
3_2405.png,23,5,3,0,0
3_2406.png,20,7,1,0,0
3_2407.png,31,5,2,0,0
3_2408.png,29,5,1,0,0
3_2409.png,0,0,1,0,0
3_241.png,0,12,11,0,6
3_2410.png,0,0,1,0,0
3_2411.png,0,0,13,0,0
3_2412.png,0,1,18,0,0
3_2413.png,0,0,9,0,0
3_2414.png,0,0,23,0,0
3_2415.png,0,0,15,0,0
3_2416.png,0,0,21,0,0
3_2417.png,0,0,22,0,0
3_2418.png,0,0,23,0,0
3_2419.png,17,2,7,21,0
3_242.png,0,4,12,0,21
3_2420.png,46,0,9,6,0
3_2421.png,26,1,5,14,0
3_2422.png,33,2,10,0,0
3_2423.png,4,1,11,0,0
3_2424.png,27,1,5,0,0
3_2425.png,14,14,9,0,0
3_2426.png,23,10,6,2,0
3_2427.png,33,10,7,0,0
3_2428.png,16,14,2,2,0
3_2429.png,29,10,4,2,0
3_243.png,0,12,7,0,14
3_2430.png,25,4,6,2,0
3_2431.png,19,11,1,3,0
3_2432.png,21,6,6,0,0
3_2433.png,32,3,6,1,0
3_2434.png,23,0,5,0,0
3_2435.png,3,0,24,0,0
3_2436.png,23,0,2,0,0
3_2437.png,0,0,16,0,0
3_2438.png,0,0,16,0,0
3_2439.png,4,1,4,0,0
3_244.png,0,1,4,0,0
3_2440.png,2,1,7,0,0
3_2441.png,34,0,0,0,0
3_2442.png,25,3,1,0,0
3_2443.png,24,0,4,0,0
3_2444.png,32,2,2,0,0
3_2445.png,19,0,2,0,0
3_2446.png,2,0,18,0,0
3_2447.png,0,0,12,0,0
3_2448.png,1,1,8,0,0
3_2449.png,0,0,16,0,0
3_245.png,0,1,3,0,33
3_2450.png,24,11,2,2,0
3_2451.png,14,2,9,3,0
3_2452.png,2,68,6,2,0
3_2453.png,13,12,1,4,0
3_2454.png,12,43,1,0,0
3_2455.png,0,1,3,0,0
3_2456.png,0,2,2,0,0
3_2457.png,0,1,1,0,0
3_2458.png,0,2,2,0,0
3_2459.png,0,3,1,0,0
3_246.png,0,2,9,0,0
3_2460.png,0,0,2,0,0
3_2461.png,0,2,1,0,0
3_2462.png,0,1,0,0,0
3_2463.png,0,1,0,0,0
3_2464.png,0,0,11,0,0
3_2465.png,0,0,16,0,0
3_2466.png,23,0,0,0,0
3_2467.png,17,1,5,0,0
3_2468.png,25,0,1,0,0
3_2469.png,23,3,3,0,0
3_247.png,0,0,6,0,5
3_2470.png,27,0,0,0,0
3_2471.png,24,4,2,0,0
3_2472.png,10,71,8,0,0
3_2473.png,13,61,5,0,0
3_2474.png,15,28,7,0,0
3_2475.png,12,51,6,0,0
3_2476.png,19,24,13,0,0
3_2477.png,15,4,2,0,0
3_2478.png,21,3,0,0,0
3_2479.png,19,1,0,0,0
3_248.png,0,0,4,0,49
3_2480.png,24,0,0,0,0
3_2481.png,23,0,0,0,0
3_2482.png,21,0,1,0,0
